id,overview,name,popularity
61852,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",Henry Danger,255.062
4629,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",Stargate SG-1,528.457
70593,"In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the king’s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.",Kingdom,76.255
62560,"A contemporary and culturally resonant drama about a young programmer, Elliot, who suffers from a debilitating anti-social disorder and decides that he can only connect to people by hacking them. He wields his skills as a weapon to protect the people that he cares about. Elliot will find himself in the intersection between a cybersecurity firm he works for and the underworld organizations that are recruiting him to bring down corporate America.",Mr. Robot,286.423
60797,"Based on a true story, Scorpion is a high-octane drama about eccentric genius Walter O’Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security’s new think tank, O’Brien’s “Scorpion” team includes Toby Curtis, an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru.",Scorpion,323.436
105971,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,Star Wars: The Bad Batch,244.262
135934,"They're rowdy, they're ragtag, they're misfits turned mercenaries for hire. Vox Machina is more interested in easy money and cheap ale than actually protecting the realm. But when the kingdom is threatened by evil, this boisterous crew realizes that they are the only ones capable of restoring justice.",The Legend of Vox Machina,119.713
206164,,Dejémonos de Vargas,125.452
81046,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,The Dragon Prince,111.96
40008,"Both a gift and a curse, Graham has the extraordinary ability to think like his prey—he sees what they see, feels what they feel. But while Graham is pursuing an especially troubling, cannibalistic murderer, Special Agent Jack Crawford teams him with a highly respected psychiatrist – a man with a taste for the criminal minded – Dr. Hannibal Lecter.",Hannibal,116.518
66329,"A recalcitrant, delinquent teen girl meets a compassionate teacher, who inspires her to alter her path and become a street-savvy neurosurgeon.",Doctors,39.487
43982,"A drama about the investigations of AC-12, a controversial police anticorruption unit.",Line of Duty,100.447
16420,Unassuming high school girl Jan-di stands up to — and eventually falls for — a spoiled rich kid who belongs to the school's most powerful clique.,Boys Over Flowers,90.612
114547,"12-year-old Griffin Campbell and his family move to the small town of Sulphur Springs and take ownership of an abandoned hotel rumored to be haunted by the ghost of a girl who disappeared decades ago. Griffin befriends Harper, a bright-eyed, mystery-obsessed classmate and together, they uncover a secret portal that allows them to travel back in time. In the past, they’ll attempt to uncover the key to solving this unsolved mystery, a mystery that affects everyone close to them.",Secrets of Sulphur Springs,74.711
90630,"Love story between Aristóteles & Temo, who leave Oaxaca to start a new life together in Mexico City.",The Heart Is Never Wrong,71.823
4604,The origins of the world’s greatest hero–from Krypton refugee Kal-el’s arrival on Earth through his tumultuous teen years to Clark Kent’s final steps toward embracing his destiny as the Man of Steel.,Smallville,528.376
8974,"A supernatural system allows people to take revenge by having other people sent to Hell via the services of a mysterious entity and her assistants who implement this system. Revenge, injustice, hatred, and the nature of human emotions are common themes throughout the series.",Hell Girl,162.435
79525,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",The Last Dance,43.326
82428,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",All American,196.237
65494,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",The Crown,272.244
18123,"This incarnation of the popular cartoon series finds Scooby and the gang living in Crystal Cove, a small town with a long history of ghost sightings, monster tales and other mysteries ripe for the sleuths to solve once and for all. But the longstanding Crystal Cove residents, who bank on the town's reputation to attract tourists, are prepared to do what it takes to protect their turf.",Scooby-Doo! Mystery Incorporated,160.695
79242,"As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.",Chilling Adventures of Sabrina,135.846
101972,"For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way.",Our Last Crusade or the Rise of a New World,46.192
98754,Siblings Eva and Ruben travel back in time to 1957 -- but the musical charm of the past and new love could keep them from returning to the present.,Club 57,89.695
76773,"A group of heroic firefighters at Seattle Fire Station 19—from captain to newest recruit—risk their lives and hearts both in the line of duty and off the clock. These brave men and women are like family, literally and figuratively, and together they put their own lives in jeopardy as first responders to save the lives of others.",Station 19,259.258
32351,"Social worker Mark Lilly helps new citizens—both human and ""other""—begin the process of adapting to life in the Big Apple, but his coworkers, demonic bureaucrat Twayne, drunken wizard Leonard Powers, surly law enforcement head Frank Grimes & his girlfriend, Callie, don't make it easy.",Ugly Americans,65.922
849,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",Monty Python's Flying Circus,87.29
104699,"Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King.",SHAMAN KING,102.68
97525,"In the beginning, an ""orb"" is cast unto Earth. ""It"" can do two things: change into the form of the thing that stimulates ""it""; and come back to life after death. ""It"" morphs from orb to rock, then to wolf, and finally to boy, but roams about like a newborn who knows nothing. As a boy, ""it"" becomes Fushi. Through encounters with human kindness, Fushi not only gains survival skills, but grows as a ""person"". But his journey is darkened by the inexplicable and destructive enemy Nokker, as well as cruel partings with the people he loves.",To Your Eternity,179.545
81355,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,When They See Us,33.662
69740,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",Ozark,168.786
102903,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",Control Z,46.115
48891,"A single-camera ensemble comedy following the lives of an eclectic group of detectives in a New York precinct, including one slacker who is forced to shape up when he gets a new boss.",Brooklyn Nine-Nine,520.105
2207,"Owner Basil Fawlty, his wife Sybil, a chambermaid Polly, and Spanish waiter Manuel attempt to run their hotel amidst farcical situations and an array of demanding guests.",Fawlty Towers,55.151
61695,"The dark fantasy follows a high school sophomore named Akihito Kanbara. Although the boy appears human, he is half Youmu and invulnerable to wounds because he can heal quickly. One day, Akihito meets freshman Mirai Kuriyama when it seems she is about to jump from the school rooftop. Mirai is isolated because of her ability to manipulate blood, which is considered heresy among members of the spirit world. Disturbing events begin to unfold after Akihito saves Mirai.",Beyond the Boundary,74.046
1972,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",Battlestar Galactica,205.338
60728,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",Kill la Kill,153.325
31251,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,Victorious,170.879
37680,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",Suits,743.719
77169,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",Cobra Kai,325.431
45501,"As one of the thousands of Japanese students afflicted with ""chunibyo,"" a state where they're so desperate to stand out that they've convinced themselves that they have secret knowledge and hidden powers, Yuta spent most of his middle school years living in a complete fantasy world. He's finally managing to overcome his delusions but his chunibyo have attracted the attentions of another sufferer, and she's decided that this makes him her soul mate.","Love, Chunibyo & Other Delusions!",102.555
103847,"Matarife, an unmentionable genocide | The series has generated great controversy in Colombia because it exposes former president Alvaro Uribe Vélez in its plot like never before.",MATARIFE,13.508
194766,"Every summer, Belly and her family head to the Fishers’ beach house in Cousins. Every summer is the same ... until Belly turns sixteen. Relationships will be tested, painful truths will be revealed, and Belly will be forever changed. It’s a summer of first love, first heartbreak and growing up — it's the summer she turns pretty.",The Summer I Turned Pretty,145.805
114161,,La saga: Negocio de Familia,244.882
75219,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",9-1-1,479.615
121078,"She can see dead people…she just chooses to ignore them. That’s Miko’s plan, anyway, with horrifying (and sometimes hilarious) results.",Mieruko-chan,100.0
75123,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,A Korean Odyssey,68.66
37863,"Two young brothers are raised as alchemists, but when they are severely injured trying to perform a forbidden act, they begin searching for the one thing that can save them; the fabled philosopher's stone.",Fullmetal Alchemist,196.636
83867,"The tale of the burgeoning rebellion against the Empire and how people and planets became involved. In an era filled with danger, deception and intrigue, Cassian Andor embarks on the path that is destined to turn him into a rebel hero.",Star Wars: Andor,110.809
31109,"With his secret identity now revealed to the world, Ben Tennyson continues to fight evil as a superhero with the help of the newly acquired Ultimatrix.",Ben 10: Ultimate Alien,184.332
1457,"Set in England in the early 19th century, Pride and Prejudice tells the story of Mr and Mrs Bennet's five unmarried daughters after the rich and eligible Mr Bingley and his status-conscious friend, Mr Darcy, have moved into their neighbourhood. While Bingley takes an immediate liking to the eldest Bennet daughter, Jane, Darcy has difficulty adapting to local society and repeatedly clashes with the second-eldest Bennet daughter, Elizabeth.",Pride and Prejudice,93.735
104877,"Eda, who ties all her hopes to her education, confronts Serkan Bolat, who cuts off her international education scholarship and leaves her with high school diploma. Serkan Bolat offers Eda to give her scholarship back if she pretends to be his fiance for two months. Although Eda rejects the offer of this man as she hates him, she has to accept it when the conditions change. While pretending to be engaged, Serkan and Eda begin to experience a passionate, challenging relationship that will make them forget all they know right. Because love is difficult. And that's why it's amazing.",Love Is in the Air,195.25
97727,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",Inside Job,123.666
56570,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",Outlander,506.137
35338,"La que se avecina is a Spanish television comedy created by Alberto Caballero, Laura Caballero and Daniel Deorador. The TV-series focusing around the inhabitants of Mirador de Montepinar, a fictional building located on the outskirts of a big city. Both its storylines and cast are heavily based on Aquí no hay quien viva, which ended when Telecinco bought Miramón Mendi, the series production company.

The episodes debuted on the Telecinco network, and were later rerun by the same network as well as cable/satellite channels FactoríaDeFicción and Paramount Comedy. The series debuted in 22 April 2007 and became popular thanks to its funny characters, witty script, use of catchphrases and capacity to integrate and poke fun at contemporary issues; the program presents a caustic satire of many of the 'types' found in Spanish society.

The name of the show involves wordplay, as ""vecina"" is the Spanish word for neighbour.",La que se avecina,282.42
75865,"""If you blush, you lose."" Living by this principle, the middle schooler Nishikata gets constantly made fun of by his seat neighbor Takagi-san. With his pride shattered to pieces, he vows to turn the tables and get back at her some day. And so, he attempts to tease her day after day, only to find himself victim to Takagi-san's ridicule again sooner than later. Will he be able to make Takagi-san blush from embarrassment even once in the end?",Teasing Master Takagi-san,145.954
1981,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",Charmed,463.984
288,"¡Mucha Lucha! is an American-Canadian animated television series created by Eddie Mort and Lili Chin. The show is set in a town centered around lucha libre and follows the adventures of three children, Rikochet, The Flea and Buena Girl, as they struggle through the Foremost World-Renowned International School of Lucha, where they study.",¡Mucha Lucha!,130.946
125988,"In a ruined and toxic future, a community exists in a giant underground silo that plunges hundreds of stories deep. There, men and women live in a society full of regulations they believe are meant to protect them.",Silo,145.425
62715,"With Majin Boo defeated half-a-year prior, peace returns to Earth, where Son Goku (now a radish farmer) and his friends now live peaceful lives. However, a new threat appears in the form of Beerus, the God of Destruction. Considered the most terrifying being in the entire universe, Beerus is eager to fight the legendary warrior seen in a prophecy foretold decades ago known as the Super Saiyan God. The series retells the events from the two Dragon Ball Z films, Battle of Gods and Resurrection 'F' before proceeding to an original story about the exploration of alternate universes.",Dragon Ball Super,250.068
45782,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",Sword Art Online,212.142
128883,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",Hometown Cha-Cha-Cha,88.768
69478,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship. A TV adaptation of Margaret Atwood's novel.",The Handmaid's Tale,285.292
2660,"Taking numbers instead of names, five extraordinary 10-year-olds form a covert team called the Kids Next Door with one dedicated mission: to free all children from the tyrannical rule of adults.",Codename: Kids Next Door,5.824
1405,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",Dexter,325.237
72305,"Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer. But when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like!",Kakegurui,73.731
90,"Major real-life air disasters are depicted in this series. Each episode features a detailed dramatized reconstruction of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts.",Mayday,660.879
112162,Two siblings - an idealistic teenage boy and his naïve younger sister - are forced to pilot an abandoned Jaeger across a hostile landscape in a desperate attempt to find their missing parents.,Pacific Rim: The Black,69.772
66082,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,Another Miss Oh,36.18
56998,"One morning, the high school student Takashi Komuro enjoys the silence at school when he's suddenly interrupted by strange noises and a shaky-legged person who tries to enter the school grounds. Subsequently, several teachers come to the school gate to shoo the person away. All of a sudden, a teacher is bitten by the person and within seconds the school campus becomes a place of violence, blood, death and undead zombies. Takashi, shocked by the scenery, runs for his life to save his schoolmates and childhood love, Rei Miyamoto. The struggle for survival has just begun…",High School of the Dead,77.385
19849,"Unable to remember the past, high school senior Saya Otonashi must rediscover her destiny in order to defeat the chiropteran vampires that threaten her loved ones' existence.",Blood+,68.317
4574,"The X-Men are an elite team of mutants, genetically gifted human beings with superpowers, sworn to fight for mutant rights against hostile Government agencies, whilst at the same time protecting mankind from mutant supremacist Magneto who seeks to destroy the human race in return for the atrocities committed against mutant kind.",X-Men,107.974
1988,"The inhabitants of the planet Thundera evacuate just before it is destroyed. They were pursued by a band of mutants. All but one of their escape ships was destroyed. Only a small group of Thunderans (Thundercats) remained. With only half engine power, the group, which was led by Jaga, had to set a course for the nearest planet. Jaga commanded their ship while the other seven were in their stasis tubes. Jaga died on their journey to Third Earth and their ship crashed there. Soon they made friends with various groups in the area and they designed a fortress. Mumm-Ra the centuries-old embodiment of evil, along with the mutants that destroyed the rest of the Thunderans are a constant threat. But Lion-O, the new leader of the Thundercats, with his weapon the ""Sword of Omens"" will help the Thundercats to have a standing chance.",ThunderCats,150.036
99494,"Hiding a twisted past, a man maintains his facade as the perfect husband to his detective wife — until she begins investigating a series of murders.",Flower of Evil,64.065
1095,"In the future when technological enhancements and robotics are a way of life, Major Motoko Kusanagi and Section 9 take care of the jobs that are too difficult for the police. Section 9 employs hackers, sharpshooters, detectives and cyborgs all in an effort to thwart cyber criminals and their plans to attack the innocent.",Ghost in the Shell: Stand Alone Complex,160.044
77240,"The passionate story of an elementary school student whose thoughts and dreams revolve almost entirely around the love of soccer. 11-year-old Tsubasa Oozora started playing football at a very young age, and while it was mostly just a recreational sport for his friends, for him, it developed into something of an obsession.  In order to pursue his dream to the best of his elementary school abilities, Tsubasa moves with his mother to Nankatsu city, which is well-known for its excellent elementary school soccer teams. But although he was easily the best in his old town, Nankatsu has a lot more competition, and he will need all of his skill and talent in order to stand out from this new crowd.",Captain Tsubasa,450.08
105797,"Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.",Wizards: Tales of Arcadia,46.608
71365,"A re-imagining of the original series in which a ""rag-tag fugitive fleet"" of the last remnants of mankind flees pursuing robots while simultaneously searching for their true home, Earth.",Battlestar Galactica,38.122
94280,"After saving the universe, Steven is still at it, tying up every loose end. As he runs out of other people's problems to solve, he'll finally have to face his own.",Steven Universe Future,64.493
21409,"Upon discovering ancient stones with dinosaur images imprinted on them, a 12-year-old boy named Max Taylor (Ryuta Kodai) and his friends Zoe Drake (Malm Tatsuno) and Rex Owen discover they are able to call forth dinosaur companions. These companions will aid the owners in stopping the nasty Alpha Gang from coming into possession of the mysterious stones and crush their chances at world domination.",Dinosaur King,68.258
4336,"The world's first animated reality series gathers icons from all corners of the cartoon universe and lets them loose, with plenty of cameras to catch their exploits. Here's what happens when eight cartoon characters stop being polite and start getting real.",Drawn Together,127.801
110316,"With his two friends, a video-game-obsessed young man finds himself in a strange version of Tokyo where they must compete in dangerous games to win.",Alice in Borderland,189.088
84958,"After stealing the Tesseract during the events of “Avengers: Endgame,” an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat.",Loki,273.892
46922,"A year after the events that took place during the ""Final Battle"" and after the destruction of Omnitrix, 16-year-old Ben Tennyson has to face new enemies.",Ben 10: Omniverse,216.387
73586,"Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",Yellowstone,688.688
2913,"Are You Afraid of the Dark? is a joint Canadian-American horror/fantasy-themed anthology television series. The original series was a joint production between the Canadian company Cinar and the American company Nickelodeon.

The episode ""The Tale of the Twisted Claw"" was aired as a pilot on the evening of October 31, 1991 in the USA and in October 1990 in Canada. Are You Afraid of the Dark? was aired from August 15, 1992 to April 20, 1996 on Nickelodeon's SNICK. The series also aired on the Canadian television network YTV from October 30, 1990 until June 11, 2000.

A revived series with new directors, writers, and cast was produced by Nickelodeon from 1999 to 2000 and also aired on SNICK. The sole member from the original lineup to return for the sixth and seventh seasons was Tucker, although Ross Hull returned for the concluding miniseries, which notably broke from the show's established format by blurring the line between story and ""reality"".",Are You Afraid of the Dark?,181.188
111110,"With his straw hat and ragtag crew, young pirate Monkey D. Luffy goes on an epic voyage for treasure.",ONE PIECE,147.146
90814,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",Extracurricular,53.965
82452,A young boy known as the Avatar must master the four elemental powers to save a world at war — and fight a ruthless enemy bent on stopping him.,Avatar: The Last Airbender,1201.119
194583,"Maggie and Negan travel to post-apocalyptic Manhattan - long ago cut off from the mainland. The crumbling city is filled with the dead and denizens who have made it a world full of anarchy, danger, beauty, and terror.",The Walking Dead: Dead City,202.837
1043,"Ouran High is a school for the extremely wealthy or, in Haruhi's case, the extremely talented. But no amount of talent will help when Haruhi accidentally drops an eight million yen vase in a music room. The vase was the property of Ouran High School Host Club, a group of attractive young men who, for a fee, provide their time and affections for their lovesick clientele: the female students. Fascinated by this strange new specimen, a poor and clumsy commoner, they force Haruhi to work for them until the debt is repaid; but they get a lot more than they bargained for...",Ouran High School Host Club,78.475
103516,"Follow Captain Christopher Pike, Science Officer Spock and Number One in the years before Captain Kirk boarded the U.S.S. Enterprise, as they explore new worlds around the galaxy.",Star Trek: Strange New Worlds,171.054
60808,"This is a surreal comedy that follows Sora and Shiro, shut-in NEET siblings and the online gamer duo behind the legendary username ""Kuuhaku."" They view the real world as just another lousy game; however, a strange e-mail challenging them to a chess match changes everything—the brother and sister are plunged into an otherworldly realm where they meet Tet, the God of Games.

The mysterious god welcomes the two to Disboard, a world where all forms of conflict are settled through high-stake games. This system works thanks to a fundamental rule wherein each party must wager something they deem to be of equal value to the other party's wager. In this strange land where the very idea of humanity is reduced to child’s play, the indifferent genius gamer duo of Sora and Shiro have finally found a real reason to keep playing games: to unite the sixteen races of Disboard, defeat Tet, and become the gods of this new, gaming-is-everything world.",No Game No Life,78.864
6782,"""Pucca"" is a TV series based on a Flash animation series published by Vooz Character Systems. It follows the trails and exploits of a South Korean girl named Pucca who is insanely in love with a prideful ninja named Garu. Meanwhile, Garu and Pucca help their town of Sooga Village out when evil ninjas attack, as well as diffuse a lot of the absurd situations that frequently plague the town. This show could best be described as a cleaned-up version of South Park meets Looney Tunes meets Naruto. There is some very subtly hidden adult humor; but most of the adult jokes would not go noticed by small children, who are the primary audience.",Pucca,84.077
1087,"Lain—driven by the abrupt suicide of a classmate—logs on to the Wired and promptly loses herself in a twisted mass of hallucinations, memories, and interconnected-psyches.",Serial Experiments Lain,67.279
91363,"Taking inspiration from the comic books of the same name, each episode of this animated anthology series questions, revisits and twists classic Marvel Cinematic moments.",What If...?,212.89
82591,"""I'm not saving the world. I just kill goblins.""

Rumor has it that, in a certain guild in the middle of nowhere, there is an extraordinary man who has climbed all the way to the Silver rank just by killing goblins. At the same guild, a priestess who's just become a new adventurer has formed her first party... and the man who ends up rescuing that party when they get into trouble is none other than the Goblin Slayer.",Goblin Slayer,170.25
61889,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,Marvel's Daredevil,184.058
85844,"In the modern world, a lonely man dies and reincarnates in another world. Rescued as a baby from a tragedy by a brilliant sage named Merlin, the baby is raised as “Shin Walford,” and undergoes training in both magic and martial arts to kill the monsters that ravage the land. At 15 years old, Shin has become shockingly powerful. But his grandfather Merlin has forgotten to teach him the common sense of this world.

As a result, Shin enrolls in the kingdom's Magic Academy to hone his skills and mature among other teenagers. However, living a normal life is impossible, as he is established as a local celebrity almost as soon as he arrives.

This story follows Shin Walford's high school life in the capital as he makes new friends, learns about the world, and fights off the various forces of evil surrounding him and his city.",Wise Man's Grandchild,47.853
1100,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,How I Met Your Mother,457.778
64320,"Dumped by her boyfriend of 15 years for gaining weight, a lawyer gets help from a hotshot personal trainer to get in shape and turn her life around.",Oh My Venus,42.914
4743,"El Internado Laguna Negra was a Spanish television drama-thriller focusing on the students of a fictional boarding school in a forest, where teenagers are sent by their parents to study. The boarding school is situated in a forest far from the city, on the outskirts on which macabre events occur. The series debut on 24 May 2007, and is a production of Antena 3. Although the show is recorded and produced in HD, it is only broadcast in SD. However, an HD Blu-ray Disc release has been announced.",The Boarding School,93.486
155292,"Scott Pilgrim meets the girl of his dreams, Ramona Flowers, only to find out her seven evil exes stand in the way of their love.",Scott Pilgrim Takes Off,89.529
80752,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",See,203.871
196614,"Rafael Méndez is an ethical and noble man who dedicates his life to selling household items and is dating his neighbor Vicky Pardo. Alejandra Maldonado is a successful businesswoman and manager of the Ramenautos car dealership, she is engaged to Luciano Valenzuela. Rafael and Alejandra suffer a car accident that will trigger a series of events that will bring them closer. Rafael must pay off the debt he has left Alejandra with after the accident and this closeness will lead them to fall in love despite their social differences. However, circumstances and their respective families and partners will do everything possible to prevent their love from happening.",Hasta que la plata nos separe,107.461
96203,"Shuichi Kagaya is an ordinary high school kid in a boring little town. But when a beautiful classmate is caught in a warehouse fire, he discovers a mysterious power: he can transform into a furry dog with an oversized revolver and a zipper down his back. He saves the girl’s life, sharing his secret with her. But she’s searching for the sister who killed her family, and she doesn’t care how degrading it gets: she will use Shuichi to accomplish her mission…",Gleipnir,65.016
88974,"As a punishment for meddling in human affairs, an angel faces the impossible task of finding a soulmate for a cold-hearted ballerina.",Angel's Last Mission: Love,65.818
60956,"As a child, Park Hoon and his dad were kidnapped and taken to North Korea. He grew up there, learning to be a doctor just like his father. When Park Hoon escapes back to South Korea and begins work at a prestigious hospital, he makes it his goal to earn enough money to go back to North Korea to rescue his true love. He'll do anything to find her, but then he meets and falls for a mysterious woman who looks exactly like her.",Doctor Stranger,58.937
9907,"An aspiring young chef named Chowder has adventures as an apprentice in Mung Daal's catering company. Although he means well, Chowder often finds himself in predicaments due to his perpetual appetite and his nature as a scatterbrain. He is also pestered by Panini, the apprentice of Mung's rival Endive, who wants Chowder to be her boyfriend, which he abhors.",Chowder,222.477
1835,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",Kenan & Kel,88.183
33623,"When the powers of a single hero are not enough to save the world, the world’s greatest heroes—Iron Man, Thor, Captain America, The Hulk, Ant-Man/Giant Man and Wasp—assemble to form the Avengers.",The Avengers: Earth's Mightiest Heroes,93.264
95,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",Buffy the Vampire Slayer,327.72
91875,The son of a notorious serial killer becomes an acclaimed criminal psychologist who uses his unique insight into how killers think to help the NYPD.,Prodigal Son,70.171
79649,"A chronicle of the true top secret U.S. Air Force-sponsored investigations into UFO-related phenomena in the 1950s and ’60s, known as “Project Blue Book”.",Project Blue Book,44.561
64706,"There was a time when the Hachimitsu Private Academy was a revered and elite all-girls' boarding school on the outskirts of Tokyo but a recent policy revision is allowing boys into the student body. On his first day, Kiyoshi Fujino discovers that he's one of only five boys enrolled at the school. Completely overwhelmed by the thousands of girls on campus, the few boys find that their situation is less than ideal.",Prison School,84.751
2085,"The bizarre misadventures of a cowardly dog named Courage and his elderly owners in a farmhouse in Nowhere, Kansas.",Courage the Cowardly Dog,197.37
